X_Ball,Y_Ball,Z_Ball,X_Turtle,Y_Turtle,Z_Turtle,X_dist,Y_dist,Z_dist,distance,Touch
3.002579,0.323718,-0.461013,3.319328,0.784521,-0.503352,-0.3167490000000001,-0.460803,0.042339,0.5607690475864374,1
0.916745,0.298749,1.105987,1.192628,0.782439,0.88545,-0.275883,-0.48369,0.2205370000000001,0.5989190380660812,1
1.3762,0.109366,1.282625,1.193035,0.78267,0.886041,0.183165,-0.673304,0.3965839999999999,0.802599877085089,0
2.832284,0.288735,-0.301461,3.310172,0.784215,-0.506738,-0.4778880000000001,-0.49548,0.205277,0.7183425489785498,0
0.914408,0.152546,1.111304,1.192659,0.782477,0.885479,-0.2782509999999999,-0.629931,0.225825,0.7247300286223829,1
0.899216,0.302869,0.885208,1.192667,0.782426,0.885638,-0.2934509999999999,-0.4795569999999999,-0.00043,0.5622175651382656,1
3.52634,0.476158,-0.171549,3.310369,0.784308,-0.506459,0.2159709999999997,-0.30815,0.33491,0.5037505369138576,0
2.629841,0.350415,1.584954,2.78684,0.784247,1.388369,-0.15699900000000033,-0.43383200000000005,0.196585,0.5015022955580564,1
2.952147,0.181433,-0.631719,3.319153,0.784472,-0.502233,-0.3670059999999999,-0.6030389999999999,-0.129486,0.7177158656132661,1
2.691443,0.10377,1.760871,2.817699,0.783371,1.455765,-0.12625600000000015,-0.679601,0.3051060000000001,0.7555711534812589,1
1.512849,0.461424,0.98547,1.192731,0.783101,0.886425,0.3201180000000001,-0.321677,0.0990449999999999,0.4645013867342056,0
3.343129,0.741693,-0.268979,3.310608,0.784449,-0.505417,0.0325209999999995,-0.0427559999999999,0.2364379999999999,0.2424636443283816,1
1.11008,0.671378,0.731098,1.192982,0.782229,0.885187,-0.082902,-0.1108509999999999,-0.1540889999999999,0.2071330628509122,1
3.749483,0.257537,-0.451523,3.310007,0.783975,-0.504677,0.439476,-0.526438,0.053154,0.6878237202481461,0
1.272439,0.609534,0.728134,1.192723,0.782006,0.885549,0.0797160000000001,-0.1724719999999999,-0.157415,0.2467401744041696,1
3.500019,0.333746,-0.707156,3.319319,0.78449,-0.503459,0.1806999999999998,-0.450744,-0.203697,0.5266071698571906,1
3.352206,0.433856,-0.83848,3.310486,0.784271,-0.506317,0.0417199999999997,-0.350415,-0.332163,0.4846271651424422,0
3.507463,0.453603,-0.139786,3.310489,0.784016,-0.506392,0.1969739999999999,-0.330413,0.366606,0.5313863627164325,0
3.188034,0.225514,-0.130988,3.318421,0.78447,-0.502624,-0.1303869999999998,-0.558956,0.3716359999999999,0.6837732783613293,1
2.952011,0.170269,-0.563771,3.319424,0.784608,-0.502564,-0.367413,-0.614339,-0.061207,0.7184365082169752,1
3.237647,0.313779,-0.171317,3.318661,0.783932,-0.50237,-0.0810140000000001,-0.470153,0.331053,0.5806920013346145,1
3.467046,0.682338,-0.531542,3.306404,0.784606,-0.502626,0.1606419999999997,-0.102268,-0.0289159999999999,0.1926155005289032,1
0.936139,0.1048,0.652318,1.192239,0.783582,0.885128,-0.2561,-0.678782,-0.23281,0.7619269713194303,1
3.236353,0.319022,-0.163263,3.310115,0.784025,-0.505802,-0.0737620000000003,-0.465003,0.342539,0.5822384298326588,0
0.727978,0.105079,1.160302,1.192954,0.782798,0.885932,-0.464976,-0.677719,0.2743699999999999,0.8664782861889846,0
3.019767,0.470742,-0.350437,3.310016,0.783976,-0.50532,-0.2902490000000002,-0.313234,0.154883,0.4542562761767856,0
1.022369,0.454172,1.237696,1.192818,0.78271,0.886288,-0.1704489999999998,-0.328538,0.3514079999999999,0.5103701220771057,0
3.464534,0.472198,-0.132185,3.310238,0.784161,-0.506107,0.154296,-0.311963,0.373922,0.5108285730741772,0
3.38783,0.409439,-0.13083,3.309947,0.783967,-0.504948,0.0778829999999999,-0.3745279999999999,0.3741179999999999,0.5350712685213064,0
2.987422,0.238929,-0.083642,3.310237,0.7842,-0.506632,-0.3228149999999998,-0.5452710000000001,0.42299,0.7618730391384118,0
0.972121,0.435626,1.223768,1.192794,0.781564,0.886678,-0.2206729999999999,-0.345938,0.33709,0.5310361012897333,0
1.04728,0.105571,0.566051,1.192281,0.783405,0.885142,-0.1450009999999999,-0.677834,-0.319091,0.7630879948197324,1
2.952926,0.250312,-0.113549,3.310324,0.784301,-0.506623,-0.3573979999999999,-0.533989,0.393074,0.7532494619984803,0
2.75816,0.26201,-0.557848,3.310204,0.784212,-0.50676,-0.552044,-0.522202,-0.051088,0.7616150540030049,0
3.119782,0.385954,-0.30079,3.310275,0.784069,-0.505776,-0.190493,-0.398115,0.204986,0.4866234647753846,0
1.485897,0.339265,0.795746,1.192404,0.782272,0.885711,0.293493,-0.443007,-0.089965,0.5389685003068362,1
3.390734,0.461696,-0.154072,3.310392,0.784045,-0.506206,0.0803420000000003,-0.322349,0.352134,0.4841095627241834,0
3.695674,0.364469,-0.470657,3.310011,0.783934,-0.504707,0.3856630000000001,-0.419465,0.03405,0.5708294301225193,0
2.632453,0.468328,1.366683,2.821732,0.783165,1.338016,-0.18927899999999998,-0.314837,0.028666999999999998,0.36847072244480966,1
1.804943,0.107706,0.809292,1.192359,0.7842,0.885019,0.612584,-0.676494,-0.0757269999999999,0.9157717333599024,0
3.178634,0.585501,1.297858,2.992652,0.783109,1.315324,0.1859820000000001,-0.197608,-0.01746599999999998,0.27192514989239236,1
