Format Version,1.23,Total Exported Frames,12501,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global
21,0.058333,,,,,,,,
22,0.061111,,,,,,,,
23,0.063889,-60.71748,-30.731331,71.603592,2.566731,0.107689,-1.855179,0.000609,
24,0.066667,,,,,,,,
25,0.069444,,,,,,,,
26,0.072222,,,,,,,,
27,0.075,-60.717876,-30.731804,71.603958,2.566731,0.10769,-1.855179,0.000655,
28,0.077778,,,,,,,,
29,0.080556,,,,,,,,
30,0.083333,,,,,,,,
31,0.086111,,,,,,,,
32,0.088889,,,,,,,,
33,0.091667,-60.714897,-30.737265,71.60804,2.566737,0.107689,-1.855178,0.0006,
34,0.094444,,,,,,,,
35,0.097222,,,,,,,,
36,0.1,-60.715302,-30.738369,71.608421,2.566736,0.107693,-1.855177,0.000735,
37,0.102778,-60.712643,-30.743361,71.612297,2.566741,0.107691,-1.855176,0.000642,
38,0.105556,,,,,,,,
39,0.108333,-60.71011,-30.748367,71.616188,2.566747,0.10769,-1.855175,0.000639,
40,0.111111,,,,,,,,
41,0.113889,-60.708691,-30.755386,71.620712,2.566753,0.107686,-1.855175,0.000665,
42,0.116667,,,,,,,,
43,0.119444,-60.71558,-30.744884,71.613632,2.566741,0.107702,-1.855169,0.000836,
44,0.122222,-60.714005,-30.752047,71.618294,2.566748,0.107697,-1.85517,0.000664,
45,0.125,-60.711266,-30.756691,71.621933,2.566753,0.107696,-1.855169,0.000629,
46,0.127778,,,,,,,,
47,0.130556,-60.717758,-30.7465,71.615189,2.566742,0.107711,-1.855164,0.000834,
48,0.133333,-60.716228,-30.753633,71.619667,2.566749,0.107707,-1.855164,0.000678,
49,0.136111,-60.714855,-30.760786,71.624023,2.566756,0.107703,-1.855165,0.000639,
50,0.138889,,,,,,,,
51,0.141667,-60.713169,-30.767782,71.628609,2.566763,0.107698,-1.855165,0.00067,
52,0.144444,,,,,,,,
53,0.147222,-60.714855,-30.767963,71.627945,2.566761,0.107703,-1.855163,0.000738,
54,0.15,-60.714043,-30.775023,71.632576,2.566768,0.107698,-1.855163,0.000697,
55,0.152778,,,,,,,,
56,0.155556,-60.71254,-30.781731,71.637032,2.566775,0.107694,-1.855164,0.000674,
57,0.158333,-60.710438,-30.786135,71.640274,2.566781,0.107692,-1.855163,0.000609,
58,0.161111,,,,,,,,
59,0.163889,-60.707664,-30.790895,71.643898,2.566786,0.107691,-1.855163,0.000635,
60,0.166667,,,,,,,,
61,0.169444,-60.709667,-30.790964,71.642906,2.566783,0.107696,-1.855161,0.000727,
62,0.172222,-60.707146,-30.795444,71.646202,2.566788,0.107695,-1.85516,0.000634,
63,0.175,,,,,,,,
64,0.177778,-60.704422,-30.800024,71.64978,2.566793,0.107694,-1.85516,0.00062,
65,0.180556,,,,,,,,
66,0.183333,-60.701782,-30.804522,71.653221,2.566799,0.107692,-1.855159,0.000634,
67,0.186111,,,,,,,,
68,0.188889,-60.700882,-30.806534,71.655464,2.566802,0.107694,-1.855157,0.000745,
69,0.191667,-60.698486,-30.811104,71.658905,2.566807,0.107692,-1.855156,0.000634,
70,0.194444,,,,,,,,
71,0.197222,-60.696995,-30.817865,71.663094,2.566814,0.107688,-1.855157,0.000667,
72,0.2,-60.694435,-30.822376,71.666481,2.566819,0.107687,-1.855156,0.000628,
73,0.202778,,,,,,,,
74,0.205556,-60.691998,-30.826614,71.669762,2.566823,0.107686,-1.855156,0.000633,
75,0.208333,,,,,,,,
76,0.211111,-60.689312,-30.831207,71.673195,2.566828,0.107685,-1.855155,0.000626,
77,0.213889,-60.690365,-30.830935,71.672638,2.566827,0.107688,-1.855154,0.000686,
78,0.216667,-60.688938,-30.83433,71.675468,2.566831,0.107686,-1.855154,0.000644,
79,0.219444,-60.6866,-30.838541,71.678604,2.566835,0.107685,-1.855154,0.000619,
80,0.222222,,,,,,,,
81,0.225,-60.685139,-30.845486,71.682793,2.566841,0.107681,-1.855154,0.00067,
82,0.227778,-60.682667,-30.849752,71.686012,2.566845,0.10768,-1.855154,0.000639,
83,0.230556,,,,,,,,
84,0.233333,-60.680092,-30.854034,71.689354,2.566849,0.107678,-1.855154,0.000634,
85,0.236111,,,,,,,,
86,0.238889,-60.677544,-30.85813,71.692566,2.566854,0.107677,-1.855153,0.000633,
87,0.241667,,,,,,,,
88,0.244444,-60.67585,-30.861698,71.695091,2.566857,0.107676,-1.855153,0.000593,
89,0.247222,-60.674011,-30.865564,71.697929,2.566862,0.107674,-1.855153,0.000606,
90,0.25,,,,,,,,
91,0.252778,-60.673153,-30.871912,71.701759,2.566867,0.10767,-1.855153,0.000686,
92,0.255556,-60.672695,-30.878197,71.705185,2.566873,0.107665,-1.855153,0.000651,
93,0.258333,,,,,,,,
94,0.261111,-60.673206,-30.878326,71.704842,2.566874,0.107666,-1.855151,0.000652,
95,0.263889,,,,,,,,
96,0.266667,,,,,,,,
97,0.269444,-60.671471,-30.882465,71.707977,2.566879,0.107664,-1.855151,0.000655,
98,0.272222,,,,,,,,
99,0.275,,,,,,,,
100,0.277778,,,,,,,,
101,0.280556,-60.679401,-30.870867,71.699821,2.566867,0.107679,-1.855145,0.000789,
102,0.283333,-60.681992,-30.869436,71.698555,2.566864,0.107683,-1.855143,0.000713,
103,0.286111,,,,,,,,
104,0.288889,,,,,,,,
105,0.291667,-60.680542,-30.873165,71.701569,2.566869,0.107682,-1.855143,0.000655,
106,0.294444,,,,,,,,
107,0.297222,-60.680412,-30.873964,71.70163,2.56687,0.107682,-1.855142,0.000665,
108,0.3,,,,,,,,
109,0.302778,,,,,,,,
110,0.305556,-60.677715,-30.879456,71.706474,2.566877,0.107682,-1.85514,0.000636,
111,0.308333,-60.67535,-30.883451,71.709557,2.566881,0.107681,-1.85514,0.000633,
112,0.311111,,,,,,,,
113,0.313889,-60.673431,-30.886969,71.711884,2.566885,0.107679,-1.85514,0.000603,
114,0.316667,,,,,,,,
115,0.319444,-60.674587,-30.886496,71.711128,2.566884,0.107682,-1.85514,0.000679,
116,0.322222,-60.672092,-30.890265,71.714149,2.566887,0.107681,-1.855139,0.000624,
117,0.325,,,,,,,,
118,0.327778,,,,,,,,
119,0.330556,-60.670666,-30.896511,71.717995,2.566893,0.107677,-1.85514,0.000671,
120,0.333333,,,,,,,,
121,0.336111,-60.668297,-30.900589,71.721008,2.566897,0.107676,-1.855139,0.000633,
122,0.338889,,,,,,,,
123,0.341667,,,,,,,,
124,0.344444,-60.666649,-30.903898,71.723389,2.566901,0.107675,-1.855139,0.000605,
125,0.347222,,,,,,,,
126,0.35,-60.664799,-30.907364,71.725967,2.566905,0.107673,-1.855139,0.000602,
127,0.352778,,,,,,,,
128,0.355556,-60.663139,-30.910807,71.728317,2.566908,0.107672,-1.855139,0.000601,
129,0.358333,,,,,,,,
130,0.361111,-60.664757,-30.91011,71.727295,2.566906,0.107677,-1.855137,0.000741,
131,0.363889,-60.662304,-30.914017,71.730179,2.56691,0.107676,-1.855137,0.000636,
132,0.366667,,,,,,,,
133,0.369444,-60.66077,-30.920069,71.73394,2.566916,0.107671,-1.855138,0.000669,
134,0.372222,-60.659157,-30.923174,71.736305,2.566919,0.10767,-1.855137,0.000614,
135,0.375,,,,,,,,
136,0.377778,-60.66161,-30.921776,71.734947,2.566917,0.107674,-1.855136,0.000703,
137,0.380556,-60.669041,-30.910271,71.726807,2.566905,0.107689,-1.85513,0.000776,
138,0.383333,-60.67094,-30.90922,71.725822,2.566903,0.107693,-1.855129,0.000709,
139,0.386111,,,,,,,,
140,0.388889,-60.66872,-30.913136,71.728622,2.566907,0.107691,-1.855129,0.000626,
141,0.391667,,,,,,,,
142,0.394444,-60.666363,-30.91678,71.731514,2.566911,0.10769,-1.855129,0.00063,
143,0.397222,,,,,,,,
144,0.4,-60.664185,-30.920597,71.734245,2.566916,0.107689,-1.855129,0.000622,
145,0.402778,-60.661678,-30.924662,71.737282,2.56692,0.107688,-1.855129,0.000638,
146,0.405556,-60.659355,-30.928459,71.740303,2.566924,0.107687,-1.855129,0.000637,
147,0.408333,,,,,,,,
148,0.411111,-60.657749,-30.931618,71.742638,2.566927,0.107685,-1.855129,0.000609,
149,0.413889,,,,,,,,
150,0.416667,-60.656303,-30.936884,71.746513,2.566934,0.107683,-1.855129,0.000822,
151,0.419444,-60.656261,-30.937475,71.746788,2.566936,0.107683,-1.855128,0.00067,
152,0.422222,-60.65773,-30.936768,71.745689,2.566934,0.107687,-1.855126,0.000721,
153,0.425,-60.660244,-30.935051,71.743889,2.56693,0.107692,-1.855123,0.000725,
154,0.427778,,,,,,,,
155,0.430556,,,,,,,,
156,0.433333,-60.665802,-30.933163,71.74144,2.566929,0.107698,-1.855119,0.000639,
157,0.436111,-60.664169,-30.936342,71.743759,2.566933,0.107696,-1.855119,0.000593,
158,0.438889,,,,,,,,
159,0.441667,,,,,,,,
160,0.444444,-60.662449,-30.939558,71.746193,2.566937,0.107694,-1.855119,0.000604,
161,0.447222,,,,,,,,
162,0.45,,,,,,,,
163,0.452778,-60.661594,-30.940815,71.747978,2.56694,0.107696,-1.855118,0.00074,
164,0.455556,-60.660645,-30.942114,71.749893,2.566943,0.107697,-1.855116,0.000753,
165,0.458333,-60.66264,-30.940996,71.748329,2.56694,0.107701,-1.855114,0.000735,
166,0.461111,-60.662086,-30.946604,71.751938,2.566945,0.107697,-1.855116,0.000686,
167,0.463889,-60.660549,-30.949627,71.754501,2.566949,0.107695,-1.855116,0.000647,
168,0.466667,,,,,,,,
169,0.469444,-60.658993,-30.952518,71.756721,2.566953,0.107694,-1.855116,0.000595,
170,0.472222,,,,,,,,
171,0.475,-60.658302,-30.957901,71.760033,2.566958,0.107689,-1.855117,0.000643,
172,0.477778,,,,,,,,
173,0.480556,,,,,,,,
174,0.483333,-60.658222,-30.958382,71.761147,2.566959,0.107691,-1.855115,0.000735,
175,0.486111,-60.65591,-30.961758,71.763863,2.566963,0.107689,-1.855115,0.000622,
176,0.488889,-60.655586,-30.966904,71.76722,2.566968,0.107685,-1.855117,0.000679,
177,0.491667,,,,,,,,
178,0.494444,-60.657448,-30.96582,71.76577,2.566965,0.107689,-1.855115,0.000729,
179,0.497222,,,,,,,,
180,0.5,-60.666985,-30.952335,71.756783,2.566949,0.107707,-1.855109,0.000718,
181,0.502778,,,,,,,,
182,0.505556,-60.668301,-30.950996,71.756264,2.566948,0.10771,-1.855109,0.000714,
183,0.508333,-60.667866,-30.956402,71.75985,2.566953,0.107705,-1.85511,0.000683,
184,0.511111,-60.666908,-30.961966,71.76329,2.566958,0.107701,-1.855111,0.000636,
185,0.513889,,,,,,,,
186,0.516667,,,,,,,,
187,0.519444,-60.664635,-30.965145,71.766006,2.566962,0.1077,-1.855111,0.000629,
188,0.522222,,,,,,,,
189,0.525,-60.663891,-30.970697,71.769257,2.566968,0.107695,-1.855112,0.000644,
190,0.527778,,,,,,,,
191,0.530556,-60.663349,-30.97595,71.77272,2.566973,0.107691,-1.855113,0.000691,
192,0.533333,,,,,,,,
193,0.536111,-60.663898,-30.975229,71.772072,2.566971,0.107694,-1.855113,0.000744,
194,0.538889,-60.663052,-30.975718,71.77346,2.566972,0.107696,-1.855111,0.000743,
195,0.541667,-60.661724,-30.981039,71.776955,2.566978,0.107692,-1.855112,0.000664,
196,0.544444,,,,,,,,
197,0.547222,-60.659431,-30.983978,71.779457,2.56698,0.107691,-1.855112,0.000622,
198,0.55,-60.658985,-30.983665,71.780212,2.56698,0.107693,-1.85511,0.000729,
199,0.552778,-60.656628,-30.986406,71.782616,2.566983,0.107692,-1.85511,0.000634,
200,0.555556,,,,,,,,
201,0.558333,-60.66309,-30.974991,71.775208,2.566971,0.107707,-1.855105,0.000836,
202,0.561111,-60.663666,-30.974211,71.774406,2.566969,0.107711,-1.855105,0.000744,
203,0.563889,,,,,,,,
204,0.566667,,,,,,,,
205,0.569444,-60.659355,-30.980013,71.778961,2.566977,0.107712,-1.855106,0.00051,
206,0.572222,,,,,,,,
207,0.575,,,,,,,,
208,0.577778,,,,,,,,
209,0.580556,,,,,,,,
210,0.583333,,,,,,,,
211,0.586111,,,,,,,,
212,0.588889,,,,,,,,
213,0.591667,,,,,,,,
214,0.594444,-60.666077,-30.968521,71.771484,2.566966,0.107725,-1.855103,0.000795,
215,0.597222,-60.667789,-30.96607,71.769905,2.566963,0.107727,-1.855103,0.00068,
216,0.6,-60.665344,-30.96874,71.772102,2.566967,0.107726,-1.855103,0.000601,
217,0.602778,,,,,,,,
218,0.605556,,,,,,,,
219,0.608333,-60.667694,-30.968529,71.771591,2.566964,0.10773,-1.8551,0.000616,
220,0.611111,,,,,,,,
221,0.613889,-60.667339,-30.972603,71.774429,2.566969,0.107724,-1.855101,0.000648,
222,0.616667,,,,,,,,
223,0.619444,-60.665905,-30.974167,71.775772,2.566971,0.107722,-1.855101,0.000553,
224,0.622222,,,,,,,,
225,0.625,,,,,,,,
226,0.627778,-60.665543,-30.978289,71.778725,2.566976,0.107717,-1.855103,0.000661,
227,0.630556,,,,,,,,
228,0.633333,-60.664669,-30.979385,71.779663,2.566978,0.107715,-1.855103,0.000529,
229,0.636111,-60.67033,-30.971592,71.774368,2.566971,0.107723,-1.855099,0.000645,
230,0.638889,,,,,,,,
231,0.641667,,,,,,,,
232,0.644444,,,,,,,,
233,0.647222,-60.670071,-30.975855,71.777145,2.566976,0.107717,-1.8551,0.000656,
234,0.65,,,,,,,,
235,0.652778,-60.669621,-30.976753,71.778122,2.566977,0.107715,-1.8551,0.00058,
236,0.655556,,,,,,,,
237,0.658333,-60.667812,-30.980011,71.780472,2.56698,0.107714,-1.8551,0.00058,
238,0.661111,,,,,,,,
239,0.663889,,,,,,,,
240,0.666667,,,,,,,,
241,0.669444,,,,,,,,
242,0.672222,,,,,,,,
243,0.675,-60.672333,-30.97579,71.777199,2.566974,0.107719,-1.855097,0.000732,
244,0.677778,-60.671642,-30.976917,71.778175,2.566977,0.107717,-1.855097,0.000537,
245,0.680556,,,,,,,,
246,0.683333,-60.670864,-30.978003,71.77906,2.566978,0.107714,-1.855097,0.000537,
247,0.686111,,,,,,,,
248,0.688889,,,,,,,,
249,0.691667,,,,,,,,
250,0.694444,-60.674831,-30.973963,71.775963,2.566973,0.107719,-1.855095,0.000652,
251,0.697222,,,,,,,,
252,0.7,-60.673294,-30.976767,71.778297,2.566976,0.107717,-1.855095,0.000623,
253,0.702778,,,,,,,,
254,0.705556,-60.672569,-30.978016,71.779366,2.566978,0.107715,-1.855095,0.000543,
255,0.708333,-60.672073,-30.98316,71.782478,2.566984,0.10771,-1.855096,0.000637,
256,0.711111,,,,,,,,
257,0.713889,,,,,,,,
258,0.716667,-60.671963,-30.987284,71.785156,2.566988,0.107705,-1.855097,0.000658,
259,0.719444,-60.671894,-30.991327,71.787636,2.566993,0.107699,-1.855098,0.000653,
260,0.722222,,,,,,,,
261,0.725,,,,,,,,
262,0.727778,-60.671505,-30.991936,71.788582,2.566994,0.107697,-1.855098,0.000586,
263,0.730556,-60.669765,-30.994617,71.790703,2.566997,0.107696,-1.855098,0.000592,
264,0.733333,,,,,,,,
265,0.736111,-60.668568,-30.995829,71.792084,2.566999,0.107694,-1.855098,0.000557,
266,0.738889,,,,,,,,
267,0.741667,,,,,,,,
268,0.744444,,,,,,,,
269,0.747222,-60.669682,-30.99645,71.791634,2.566999,0.107693,-1.8551,0.000747,
270,0.75,-60.669212,-31.001051,71.794456,2.567004,0.107688,-1.855101,0.000687,
271,0.752778,,,,,,,,
272,0.755556,-60.667831,-31.003664,71.796524,2.567007,0.107687,-1.855101,0.000619,
273,0.758333,,,,,,,,
274,0.761111,-60.667469,-31.003859,71.796356,2.567007,0.107685,-1.855102,0.000548,
275,0.763889,,,,,,,,
276,0.766667,-60.671505,-30.997496,71.791718,2.567002,0.10769,-1.855099,0.000834,
277,0.769444,-60.669586,-31.000443,71.794411,2.567007,0.107684,-1.855099,0.000816,
278,0.772222,,,,,,,,
279,0.775,,,,,,,,
280,0.777778,,,,,,,,
281,0.780556,-60.666767,-31.002249,71.796562,2.567013,0.107681,-1.855098,0.000776,
282,0.783333,,,,,,,,
283,0.786111,,,,,,,,
284,0.788889,-60.672237,-30.99613,71.792267,2.567007,0.107688,-1.855092,0.000787,
285,0.791667,-60.672264,-30.993784,71.791389,2.567007,0.107688,-1.85509,0.000812,
286,0.794444,,,,,,,,
287,0.797222,,,,,,,,
288,0.8,,,,,,,,
289,0.802778,-60.669247,-30.996511,71.794121,2.567011,0.107686,-1.855089,0.000797,
290,0.805556,-60.666847,-30.99696,71.795654,2.567015,0.107683,-1.855088,0.000728,
291,0.808333,,,,,,,,
292,0.811111,,,,,,,,
293,0.813889,,,,,,,,
294,0.816667,-60.664204,-30.999002,71.79821,2.56702,0.10768,-1.855088,0.000835,
295,0.819444,-60.662106,-30.999603,71.799957,2.567024,0.107677,-1.855087,0.000771,
296,0.822222,,,,,,,,
297,0.825,,,,,,,,
298,0.827778,,,,,,,,
299,0.830556,-60.65855,-31.002573,71.802811,2.567029,0.107674,-1.855086,0.000792,
300,0.833333,,,,,,,,
301,0.836111,,,,,,,,
302,0.838889,-60.662804,-30.995924,71.797943,2.567024,0.10768,-1.855083,0.000836,
303,0.841667,,,,,,,,
304,0.844444,,,,,,,,
305,0.847222,-60.670616,-30.98893,71.792007,2.567016,0.107689,-1.855075,0.000814,
306,0.85,-60.674641,-30.984806,71.788681,2.567012,0.107693,-1.855071,0.000834,
307,0.852778,-60.671894,-30.985598,71.790527,2.567016,0.10769,-1.85507,0.000741,
308,0.855556,,,,,,,,
309,0.858333,,,,,,,,
310,0.861111,-60.670261,-30.986158,71.792038,2.567019,0.107686,-1.855069,0.000807,
311,0.863889,,,,,,,,
312,0.866667,,,,,,,,
313,0.869444,-60.675652,-30.981493,71.78717,2.567013,0.107691,-1.855065,0.000774,
314,0.872222,-60.6744,-30.986509,71.790565,2.567019,0.107686,-1.855065,0.000924,
315,0.875,,,,,,,,
316,0.877778,,,,,,,,
317,0.880556,,,,,,,,
318,0.883333,-60.682613,-30.984699,71.774742,2.567,0.107689,-1.855075,0.000711,
319,0.886111,,,,,,,,
320,0.888889,-60.678959,-30.988245,71.778267,2.567008,0.107686,-1.855076,0.000686,
321,0.891667,-60.676579,-30.990597,71.780907,2.567015,0.107684,-1.855075,0.000847,
322,0.894444,-60.673256,-30.995508,71.785347,2.567023,0.107679,-1.855075,0.000817,
323,0.897222,-60.66993,-31.000374,71.789688,2.567032,0.107678,-1.855075,0.000752,
324,0.9,-60.66703,-31.003708,71.792763,2.567038,0.107675,-1.855075,0.000697,
325,0.902778,,,,,,,,
326,0.905556,-60.66391,-31.006603,71.795517,2.567045,0.107671,-1.855076,0.000692,
327,0.908333,,,,,,,,
328,0.911111,-60.66074,-31.011549,71.799751,2.567053,0.107671,-1.855075,0.000754,
329,0.913889,-60.657444,-31.014803,71.802818,2.56706,0.107668,-1.855076,0.000701,
330,0.916667,-60.653954,-31.018076,71.806282,2.567068,0.107665,-1.855076,0.000683,
331,0.919444,,,,,,,,
332,0.922222,-60.650543,-31.021162,71.809441,2.567074,0.107662,-1.855077,0.000689,
333,0.925,-60.647011,-31.025101,71.813385,2.567082,0.107657,-1.855077,0.000948,
334,0.927778,-60.643524,-31.028484,71.816711,2.567089,0.107655,-1.855078,0.000704,
335,0.930556,-60.646587,-31.021694,71.813255,2.567086,0.10766,-1.855074,0.000862,
336,0.933333,-60.643898,-31.02775,71.817902,2.567094,0.107657,-1.855074,0.000815,
337,0.936111,,,,,,,,
338,0.938889,-60.641083,-31.029806,71.820152,2.567099,0.107656,-1.855073,0.000818,
339,0.941667,-60.637917,-31.036076,71.824997,2.567106,0.107653,-1.855074,0.000831,
340,0.944444,-60.634487,-31.040335,71.829033,2.567113,0.107648,-1.855075,0.000812,
341,0.947222,,,,,,,,
342,0.95,-60.630375,-31.043665,71.83242,2.56712,0.107647,-1.855075,0.000653,
343,0.952778,,,,,,,,
344,0.955556,-60.623894,-31.04878,71.837326,2.567131,0.107643,-1.855075,0.000672,
345,0.958333,,,,,,,,
346,0.961111,-60.6208,-31.050959,71.839767,2.567136,0.107642,-1.855075,0.000797,
347,0.963889,-60.617069,-31.054937,71.843452,2.567142,0.107637,-1.855075,0.000767,
348,0.966667,,,,,,,,
349,0.969444,-60.620014,-31.047615,71.839874,2.56714,0.107642,-1.855072,0.000781,
350,0.972222,-60.617115,-31.052082,71.843422,2.567147,0.107641,-1.855072,0.000737,
351,0.975,,,,,,,,
352,0.977778,-60.613529,-31.055292,71.846458,2.567153,0.107639,-1.855072,0.000648,
353,0.980556,,,,,,,,
354,0.983333,-60.609768,-31.059378,71.850174,2.567162,0.107638,-1.855071,0.000749,
355,0.986111,-60.605698,-31.062809,71.853577,2.567169,0.107636,-1.855071,0.000685,
356,0.988889,-60.602028,-31.066908,71.856743,2.567176,0.107636,-1.85507,0.000702,
357,0.991667,-60.598709,-31.070969,71.860031,2.567183,0.107636,-1.85507,0.000841,
358,0.994444,-60.59565,-31.073324,71.862595,2.567189,0.107633,-1.855071,0.000689,
359,0.997222,-60.592411,-31.076206,71.865639,2.567194,0.107631,-1.855071,0.000694,
360,1,-60.588036,-31.081018,71.870125,2.567204,0.107631,-1.85507,0.000786,
361,1.002778,-60.585472,-31.08679,71.874672,2.567211,0.107629,-1.855071,0.000848,
362,1.005556,-60.582466,-31.091249,71.877899,2.567218,0.107629,-1.85507,0.000715,
363,1.008333,-60.578587,-31.094467,71.880951,2.567225,0.107628,-1.85507,0.000692,
364,1.011111,,,,,,,,
365,1.013889,-60.580116,-31.090181,71.879242,2.567224,0.107632,-1.855066,0.000893,
366,1.016667,-60.582672,-31.084106,71.876564,2.567222,0.107638,-1.855061,0.000887,
367,1.019444,-60.580029,-31.087805,71.879372,2.567228,0.107639,-1.855061,0.00087,
368,1.022222,-60.576805,-31.091917,71.882675,2.567235,0.107639,-1.85506,0.000713,
369,1.025,-60.573822,-31.095591,71.886078,2.567242,0.107634,-1.85506,0.000951,
370,1.027778,-60.571606,-31.098959,71.888535,2.567247,0.107634,-1.855059,0.000858,
371,1.030556,-60.568737,-31.101341,71.890831,2.567252,0.107632,-1.85506,0.000698,
372,1.033333,-60.56522,-31.104183,71.893608,2.567258,0.107631,-1.85506,0.000661,
373,1.036111,-60.562229,-31.1085,71.896629,2.567265,0.107631,-1.855059,0.000727,
374,1.038889,-60.559093,-31.113907,71.900948,2.567273,0.107627,-1.855059,0.000971,
375,1.041667,-60.555931,-31.117458,71.903664,2.56728,0.107626,-1.855059,0.000671,
376,1.044444,-60.553379,-31.119677,71.905937,2.567285,0.107624,-1.855059,0.000707,
377,1.047222,-60.550323,-31.121862,71.908241,2.56729,0.107621,-1.85506,0.000696,
378,1.05,,,,,,,,
379,1.052778,-60.548828,-31.122383,71.909317,2.567294,0.107619,-1.85506,0.000829,
380,1.055556,-60.545918,-31.127611,71.913216,2.567301,0.107617,-1.85506,0.000805,
381,1.058333,,,,,,,,
382,1.061111,-60.549271,-31.121515,71.910355,2.567299,0.107624,-1.855055,0.000915,
383,1.063889,-60.545837,-31.125107,71.913757,2.567306,0.10762,-1.855056,0.000778,
384,1.066667,,,,,,,,
385,1.069444,,,,,,,,
386,1.072222,-60.54258,-31.128574,71.91655,2.567312,0.107619,-1.855055,0.00068,
387,1.075,-60.539524,-31.132467,71.919426,2.567319,0.107619,-1.855056,0.000697,
388,1.077778,-60.536358,-31.136271,71.922432,2.567326,0.107619,-1.855055,0.00069,
389,1.080556,,,,,,,,
390,1.083333,-60.539722,-31.128605,71.918732,2.567322,0.107625,-1.855051,0.000818,
391,1.086111,-60.541908,-31.124437,71.916801,2.567319,0.107627,-1.855048,0.000834,
392,1.088889,-60.539589,-31.127481,71.919235,2.567325,0.107628,-1.855047,0.000862,
393,1.091667,-60.536335,-31.132748,71.923248,2.567334,0.107626,-1.855048,0.000783,
394,1.094444,,,,,,,,
395,1.097222,-60.533619,-31.13591,71.925797,2.567339,0.107626,-1.855048,0.00083,
396,1.1,-60.530491,-31.139973,71.92926,2.567346,0.107626,-1.855047,0.000776,
397,1.102778,-60.533947,-31.131884,71.925285,2.567342,0.10763,-1.855043,0.000773,
398,1.105556,-60.531082,-31.135571,71.928589,2.567348,0.10763,-1.855044,0.000734,
399,1.108333,-60.528343,-31.139523,71.931793,2.567355,0.10763,-1.855044,0.000748,
400,1.111111,-60.531071,-31.133829,71.929245,2.567352,0.107636,-1.85504,0.000878,
401,1.113889,-60.527313,-31.137911,71.932663,2.567358,0.107636,-1.85504,0.000725,
402,1.116667,-60.524529,-31.141582,71.935699,2.567363,0.107635,-1.855041,0.000737,
403,1.119444,-60.521397,-31.144051,71.938095,2.567368,0.107633,-1.855042,0.000641,
404,1.122222,,,,,,,,
405,1.125,-60.518467,-31.148987,71.94194,2.567375,0.107631,-1.855041,0.000789,
406,1.127778,,,,,,,,
407,1.130556,,,,,,,,
408,1.133333,-60.520149,-31.14526,71.940353,2.567373,0.107635,-1.855037,0.000913,
409,1.136111,-60.517403,-31.149214,71.943672,2.567379,0.107635,-1.855037,0.000744,
410,1.138889,-60.514294,-31.151779,71.946068,2.567385,0.107633,-1.855038,0.000657,
411,1.141667,-60.512451,-31.152483,71.946976,2.567388,0.107632,-1.855038,0.000794,
412,1.144444,-60.509315,-31.155048,71.949486,2.567394,0.107631,-1.855038,0.000662,
413,1.147222,,,,,,,,
414,1.15,,,,,,,,
415,1.152778,-60.503239,-31.162437,71.955811,2.567405,0.107626,-1.855041,0.000793,
416,1.155556,,,,,,,,
417,1.158333,,,,,,,,
418,1.161111,-60.500198,-31.166416,71.958725,2.567411,0.107627,-1.85504,0.000739,
419,1.163889,,,,,,,,
420,1.166667,-60.49773,-31.169868,71.961655,2.567417,0.107627,-1.855041,0.000756,
