,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,turtle5,turtle5,turtle5,turtle5,turtle5,turtle5,turtle5,turtle2,turtle2,turtle2,turtle2,turtle2,turtle2,turtle2,ballie - MSD,ballie - MSD,ballie - MSD,ballie - MSD,ballie - MSD,ballie - MSD,ballie - MSD
,ID,"DE93762964E811EE855F4FEF7B9C9D96","DE93762964E811EE855F4FEF7B9C9D96","DE93762964E811EE855F4FEF7B9C9D96","DE93762964E811EE855F4FEF7B9C9D96","DE93762964E811EE855F4FEF7B9C9D96","DE93762964E811EE855F4FEF7B9C9D96","DE93762964E811EE855F4FEF7B9C9D96","2EC419D64EC11EE855F4FEF7B9C9D96","2EC419D64EC11EE855F4FEF7B9C9D96","2EC419D64EC11EE855F4FEF7B9C9D96","2EC419D64EC11EE855F4FEF7B9C9D96","2EC419D64EC11EE855F4FEF7B9C9D96","2EC419D64EC11EE855F4FEF7B9C9D96","2EC419D64EC11EE855F4FEF7B9C9D96","640D5FDADAFA11EE855F4FEF7B9C0597","640D5FDADAFA11EE855F4FEF7B9C0597","640D5FDADAFA11EE855F4FEF7B9C0597","640D5FDADAFA11EE855F4FEF7B9C0597","640D5FDADAFA11EE855F4FEF7B9C0597","640D5FDADAFA11EE855F4FEF7B9C0597","640D5FDADAFA11EE855F4FEF7B9C0597"
,,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error
Frame,Time (Seconds),X,Y,Z,X,Y,Z,,X,Y,Z,X,Y,Z,,X,Y,Z,X,Y,Z,
66,0.183333,-2.060869,4.388435,-1.873619,4.686924,0.782902,3.133795,0.001526,,,,,,,,-10.486878,21.171419,-147.394882,1.195739,0.110534,2.871431,0.000691
67,0.186111,-2.005169,4.441257,-1.983586,4.686965,0.782957,3.133844,0.001493,,,,,,,,,,,,,,
68,0.188889,,,,,,,,,,,,,,,,,,,,,
69,0.191667,-1.964683,4.484502,-2.026037,4.687007,0.782971,3.133880,0.001545,,,,,,,,-11.921105,20.740606,-148.695099,1.204337,0.110240,2.858119,0.000929
70,0.194444,-1.914777,4.561666,-2.028697,4.687028,0.782972,3.133938,0.001333,,,,,,,,-12.661523,20.551739,-149.333908,1.208699,0.110078,2.851408,0.000948
71,0.197222,,,,,,,,,,,,,,,,,,,,,
72,0.200000,,,,,,,,,,,,,,,,,,,,,
73,0.202778,-1.880157,4.604638,-2.072011,4.687062,0.782991,3.133978,0.001449,,,,,,,,,,,,,,
74,0.205556,,,,,,,,,,,,,,,,,,,,,
75,0.208333,,,,,,,,,,,,,,,,,,,,,
76,0.211111,-1.848641,4.621428,-2.154317,4.687089,0.783030,3.134005,0.001552,,,,,,,,-14.224326,20.178652,-150.682297,1.217420,0.109781,2.837965,0.000975
77,0.213889,-1.812742,4.657828,-2.213769,4.687124,0.783057,3.134037,0.001527,,,,,,,,-15.057093,19.993702,-151.401367,1.221802,0.109638,2.831197,0.000922
78,0.216667,,,,,,,,,,,,,,,,,,,,,
79,0.219444,-1.799533,4.670760,-2.249793,4.687147,0.783067,3.134060,0.001549,,,,,,,,,,,,,,
80,0.222222,,,,,,,,,,,,,,,,,,,,,
81,0.225000,,,,,,,,,,,,,,,,,,,,,
82,0.227778,-1.789741,4.695316,-2.207541,4.687187,0.783027,3.134078,0.001438,,,,,,,,-16.798145,19.663845,-152.860855,1.230581,0.109357,2.817641,0.000912
83,0.230556,-1.768290,4.733799,-2.218176,4.687217,0.783019,3.134106,0.001402,,,,,,,,-17.720825,19.520544,-153.608429,1.235002,0.109223,2.810818,0.000952
84,0.233333,-1.712246,4.786596,-2.339529,4.687225,0.783094,3.134151,0.001518,,,,,,,,,,,,,,
85,0.236111,,,,,,,,,,,,,,,,,,,,,
86,0.238889,,,,,,,,,,,,,,,,,,,,,
87,0.241667,-1.691801,4.795923,-2.389686,4.687265,0.783110,3.134167,0.001523,,,,,,,,-19.612131,19.271708,-155.122284,1.243840,0.108973,2.797187,0.000871
88,0.244444,,,,,,,,,,,,,,,,,,,,,
89,0.247222,,,,,,,,,,,,,,,,,,,,,
90,0.250000,-1.657696,4.839974,-2.427707,4.687276,0.783132,3.134199,0.001452,,,,,,,,-20.609453,19.164545,-155.913727,1.248334,0.108850,2.790275,0.000890
91,0.252778,,,,,,,,,,,,,,,,,,,,,
92,0.255556,-1.643470,4.843757,-2.486283,4.687284,0.783168,3.134208,0.001547,,,,,,,,,,,,,,
93,0.258333,,,,,,,,,,,,,,,,,,,,,
94,0.261111,,,,,,,,,,,,,,,,,,,,,
95,0.263889,,,,,,,,,,,,,,,,,,,,,
96,0.266667,-2.309226,4.180312,-1.371820,4.686653,0.782677,3.133586,0.002884,,,,,,,,-22.678104,18.992918,-157.508896,1.257384,0.108588,2.776387,0.000990
97,0.269444,-2.227315,4.270912,-1.480795,4.686707,0.782731,3.133666,0.001456,,,,,,,,-23.776243,18.950811,-158.315247,1.261946,0.108477,2.769386,0.000971
98,0.272222,,,,,,,,,,,,,,,,,,,,,
99,0.275000,,,,,,,,,,,,,,,,,,,,,
100,0.277778,-2.145075,4.360485,-1.602645,4.686769,0.782789,3.133743,0.001453,,,,,,,,,,,,,,
101,0.280556,,,,,,,,,,,,,,,,,,,,,
102,0.283333,,,,,,,,,,,,,,,,,,,,,
103,0.286111,,,,,,,,,,,,,,,,,,,,,
104,0.288889,-2.091342,4.422053,-1.641016,4.686829,0.782795,3.133797,0.001418,,,,,,,,-24.279665,19.065126,-158.373642,1.271151,0.108231,2.755289,0.000797
105,0.291667,-2.023726,4.503973,-1.746754,4.686860,0.782855,3.133869,0.001435,,,,,,,,-23.664875,19.217655,-157.609573,1.275820,0.108099,2.748156,0.000687
106,0.294444,,,,,,,,,,,,,,,,,,,,,
107,0.297222,-2.649257,3.857487,-0.752640,4.686300,0.782412,3.133270,0.002954,,,,,,,,,,,,,,
108,0.300000,,,,,,,,,,,,,,,,,,,,,
109,0.302778,,,,,,,,,,,,,,,,,,,,,
110,0.305556,-2.552752,3.936353,-0.965604,4.686431,0.782500,3.133359,0.001633,,,,,,,,-22.348942,19.542025,-156.032471,1.285168,0.107841,2.733873,0.000930
111,0.308333,-2.449485,4.042747,-1.106663,4.686518,0.782566,3.133454,0.001375,,,,,,,,-21.640465,19.718735,-155.217957,1.289871,0.107704,2.726693,0.001115
112,0.311111,,,,,,,,,,,,,,,,,,,,,
113,0.313889,,,,,,,,,,,,,,,,,,,,,
114,0.316667,,,,,,,,,,,,,,,,,,,,,
115,0.319444,-2.374821,4.109137,-1.247170,4.686622,0.782613,3.133528,0.001601,,,,,,,,,,,,,,
116,0.322222,,,,,,,,,,,,,,,,,,,,,
117,0.325000,,,,,,,,,,,,,,,,,,,,,
118,0.327778,,,,,,,,,,,,,,,,,,,,,
119,0.330556,-2.280810,4.215950,-1.383819,4.686686,0.782684,3.133621,0.001472,,,,,,,,-20.125452,20.093775,-153.564270,1.299367,0.107441,2.712216,0.001269
120,0.333333,,,,,,,,,,,,,,,,,,,,,
121,0.336111,,,,,,,,,,,,,,,,,,,,,
122,0.338889,-2.185633,4.309861,-1.559783,4.686786,0.782759,3.133708,0.001477,,,,,,,,-19.302925,20.288422,-152.741089,1.304228,0.107327,2.704819,0.000742
123,0.341667,,,,,,,,,,,,,,,,,,,,,
124,0.344444,,,,,,,,,,,,,,,,,,,,,
125,0.347222,,,,,,,,,,,,,,,,,,,,,
126,0.350000,-2.133607,4.359830,-1.669173,4.686852,0.782803,3.133763,0.001589,,,,,,,,,,,,,,
127,0.352778,,,,,,,,,,,,,,,,,,,,,
128,0.355556,,,,,,,,,,,,,,,,,,,,,
129,0.358333,-2.085765,4.409688,-1.736664,4.686917,0.782824,3.133821,0.001506,,,,,,,,-17.601429,20.695578,-151.112061,1.314024,0.107079,2.689935,0.001231
130,0.361111,,,,,,,,,,,,,,,,,,,,,
131,0.363889,,,,,,,,,,,,,,,,,,,,,
132,0.366667,,,,,,,,,,,,,,,,,,,,,
133,0.369444,,,,,,,,,,,,,,,,,,,,,
134,0.372222,,,,,,,,,,,,,,,,,,,,,
135,0.375000,,,,,,,,,,,,,,,,,,,,,
136,0.377778,,,,,,,,,,,,,,,,,,,,,
137,0.380556,,,,,,,,,,,,,,,,,,,,,
138,0.383333,,,,,,,,,,,,,,,,,,,,,
139,0.386111,-2.013994,4.471149,-1.879620,4.686987,0.782883,3.133881,0.001488,,,,,,,,-16.737993,20.899881,-150.365341,1.319250,0.106966,2.682088,0.001059
140,0.388889,,,,,,,,,,,,,,,,,,,,,
141,0.391667,-1.962249,4.519262,-1.968333,4.687032,0.782921,3.133928,0.001547,,,,,,,,,,,,,,
142,0.394444,,,,,,,,,,,,,,,,,,,,,
143,0.397222,,,,,,,,,,,,,,,,,,,,,
144,0.400000,-1.905691,4.578693,-2.056169,4.687094,0.782958,3.133983,0.001520,,,,,,,,-15.016287,21.323385,-148.916977,1.329710,0.106733,2.666397,0.001222
145,0.402778,,,,,,,,,,,,,,,,,,,,,
